正常蓄水位_m,洪水标准,序号,时间_h,时间标识,入库流量_m3s,出库流量_m3s,库水位_m,库容_亿m3,运行方式
100.0,5%,0,0.0,7-10-0,4980.0,4980.0,94.92456103049912,14.024628794633125,起调
100.0,5%,1,5.0,7-10-5,5530.0,5530.0,94.92456103049912,14.024628794633125,来量小于汛限泄能-来多少泄多少
100.0,5%,2,10.0,7-10-10,6900.0,6900.0,94.92456103049912,14.024628794633125,来量小于汛限泄能-来多少泄多少
100.0,5%,3,15.0,7-10-15,9090.0,9090.0,94.92456103049912,14.024628794633125,来量小于汛限泄能-来多少泄多少
100.0,5%,4,20.0,7-10-20,10200.0,10200.0,94.92456103049912,14.024628794633125,来量小于汛限泄能-来多少泄多少
100.0,5%,5,25.0,7-11-1,9980.0,9980.0,94.92456103049912,14.024628794633125,来量小于汛限泄能-来多少泄多少
100.0,5%,6,30.0,7-11-6,9610.0,9610.0,94.92456103049912,14.024628794633125,来量小于汛限泄能-来多少泄多少
100.0,5%,7,35.0,7-11-11,9320.0,9320.0,94.92456103049912,14.024628794633125,来量小于汛限泄能-来多少泄多少
100.0,5%,8,40.0,7-11-16,9060.0,9060.0,94.92456103049912,14.024628794633125,来量小于汛限泄能-来多少泄多少
100.0,5%,9,45.0,7-11-21,8450.0,8450.0,94.92456103049912,14.024628794633125,来量小于汛限泄能-来多少泄多少
100.0,5%,10,50.0,7-12-2,7760.0,7760.0,94.92456103049912,14.024628794633125,来量小于汛限泄能-来多少泄多少
100.0,5%,11,55.0,7-12-7,9380.0,9380.0,94.92456103049912,14.024628794633125,来量小于汛限泄能-来多少泄多少
100.0,5%,12,60.0,7-12-12,13200.0,13200.0,94.92456103049912,14.024628794633125,来量小于汛限泄能-来多少泄多少
100.0,5%,13,65.0,7-12-17,15500.0,13752.244095649103,95.1033494266998,14.181926825610475,闸门全开自由泄流
100.0,5%,14,70.0,7-12-22,16400.0,14459.182295344559,95.48067566418922,14.513898449353674,闸门全开自由泄流
100.0,5%,15,75.0,7-13-3,17600.0,15288.659412685824,95.91565434654397,14.89659269408939,闸门全开自由泄流
100.0,5%,16,80.0,7-13-8,19000.0,16288.200940266985,96.42950132166011,15.34867526279656,闸门全开自由泄流
100.0,5%,17,85.0,7-13-13,20400.0,17441.571471133342,97.00954278982825,15.85899574649089,闸门全开自由泄流
100.0,5%,18,90.0,7-13-18,22100.0,18754.373277447852,97.65442227803982,16.426360720219424,闸门全开自由泄流
100.0,5%,19,95.0,7-13-23,23500.0,20000.0,98.3547023474075,17.042467125249118,下游防洪标准-控制安全泄量
100.0,5%,20,100.0,7-14-4,24500.0,20000.0,99.1730701582736,17.76246712524912,下游防洪标准-控制安全泄量
100.0,5%,21,105.0,7-14-9,25300.0,20000.0,100.10397625555272,18.64446712524912,下游防洪标准-控制安全泄量
100.0,5%,22,110.0,7-14-14,24500.0,20000.0,100.69767577090005,19.52646712524912,下游防洪标准-控制安全泄量
100.0,5%,23,115.0,7-14-19,23100.0,20000.0,101.15809580321023,20.210467125249117,下游防洪标准-控制安全泄量
100.0,5%,24,120.0,7-14-24,21100.0,20000.0,101.41253845264481,20.588467125249117,下游防洪标准-控制安全泄量
100.0,5%,25,125.0,7-15-5,18500.0,20000.0,101.38830581936531,20.55246712524912,下游防洪标准-控制安全泄量
100.0,5%,26,130.0,7-15-10,16400.0,20000.0,101.07933974505191,20.09346712524912,下游防洪标准-控制安全泄量
100.0,5%,27,135.0,7-15-15,15100.0,20000.0,100.56439628786289,19.32846712524912,下游防洪标准-控制安全泄量
100.0,5%,28,140.0,7-15-20,14000.0,20000.0,99.83799400460232,18.347467125249118,下游防洪标准-控制安全泄量
100.0,5%,29,145.0,7-16-1,12900.0,20000.0,98.49791671430907,17.16846712524912,下游防洪标准-控制安全泄量
100.0,5%,30,150.0,7-16-6,11900.0,17767.9688042952,97.17134568199815,16.00134993102197,闸门全开自由泄流
100.0,5%,31,155.0,7-16-11,11000.0,15638.234518983463,96.09660335425929,15.055791631077314,闸门全开自由泄流
100.0,5%,32,160.0,7-16-16,9930.0,13952.134052326996,95.21068249515301,14.276358459235619,闸门全开自由泄流
100.0,5%,33,165.0,7-16-21,8840.0,12509.388580699195,94.4238706791643,13.584121423528746,闸门全开自由泄流
100.0,5%,34,170.0,7-17-2,8820.0,8820.0,94.92456103049912,14.024628794633125,来量小于汛限泄能-来多少泄多少
100.0,5%,35,175.0,7-17-7,7570.0,7570.0,94.92456103049912,14.024628794633125,来量小于汛限泄能-来多少泄多少
100.0,5%,36,180.0,7-17-12,7490.0,7490.0,94.92456103049912,14.024628794633125,来量小于汛限泄能-来多少泄多少
100.0,5%,37,185.0,7-17-17,7460.0,7460.0,94.92456103049912,14.024628794633125,来量小于汛限泄能-来多少泄多少
100.0,0.1%,0,0.0,7-10-0,13600.0,13421.422684341618,94.92456103049912,14.024628794633125,起调
100.0,0.1%,1,5.0,7-10-5,15100.0,13716.895712864243,95.08431477440121,14.165180138518178,闸门全开自由泄流
100.0,0.1%,2,10.0,7-10-10,18800.0,14759.544484817583,95.63912311778405,14.653300519026406,闸门全开自由泄流
100.0,0.1%,3,15.0,7-10-15,24800.0,17101.644594375546,96.83995624375113,15.709793503252245,闸门全开自由泄流
100.0,0.1%,4,20.0,7-10-20,27600.0,20000.0,98.4049164466452,17.086645489758443,未达防洪高水位-控制安全泄量
100.0,0.1%,5,25.0,7-11-1,27600.0,20000.0,99.95981528729081,18.454645489758445,未达防洪高水位-控制安全泄量
100.0,0.1%,6,30.0,7-11-6,27200.0,20000.0,100.87280929574479,19.786645489758445,未达防洪高水位-控制安全泄量
100.0,0.1%,7,35.0,7-11-11,26800.0,26771.104182257222,101.3107472493719,20.437246113666895,达到防洪高水位后-闸门全开自由泄流
100.0,0.1%,8,40.0,7-11-16,26200.0,26704.318748914895,101.28194537481521,20.39445804882547,达到防洪高水位后-闸门全开自由泄流
100.0,0.1%,9,45.0,7-11-21,25500.0,26494.180091335493,101.19116394295216,20.259593153649718,达到防洪高水位后-闸门全开自由泄流
100.0,0.1%,10,50.0,7-12-2,24900.0,26176.774484462923,101.05358591981582,20.055207242478367,达到防洪高水位后-闸门全开自由泄流
100.0,0.1%,11,55.0,7-12-7,27400.0,26170.219702650153,101.05073893802395,20.05097776632839,达到防洪高水位后-闸门全开自由泄流
100.0,0.1%,12,60.0,7-12-12,29500.0,26730.05784964255,101.29304845543788,20.410952785398518,达到防洪高水位后-闸门全开自由泄流
100.0,0.1%,13,65.0,7-12-17,31100.0,27613.632103802225,101.67206562324398,20.97402068989126,达到防洪高水位后-闸门全开自由泄流
100.0,0.1%,14,70.0,7-12-22,32600.0,28672.948547238986,102.12118230459731,21.641228431709767,达到防洪高水位后-闸门全开自由泄流
100.0,0.1%,15,75.0,7-13-3,35000.0,29970.387695778176,102.66379117556848,22.447328170424534,达到防洪高水位后-闸门全开自由泄流
100.0,0.1%,16,80.0,7-13-8,38700.0,31737.26983455967,103.39030626929403,23.526638993663205,达到防洪高水位后-闸门全开自由泄流
100.0,0.1%,17,85.0,7-13-13,41400.0,33910.86944634682,104.26582287282778,24.827306459872947,达到防洪高水位后-闸门全开自由泄流
100.0,0.1%,18,90.0,7-13-18,45100.0,36401.806721634544,105.24647657809405,26.284165604416515,达到防洪高水位后-闸门全开自由泄流
100.0,0.1%,19,95.0,7-13-23,49000.0,39303.030108729785,106.3608846857567,27.939730289160156,达到防洪高水位后-闸门全开自由泄流
100.0,0.1%,20,100.0,7-14-4,53700.0,42661.12263597393,107.61709514089596,29.805956541315037,达到防洪高水位后-闸门全开自由泄流
100.0,0.1%,21,105.0,7-14-9,57700.0,46382.941227577045,108.97145314509473,31.817990792352713,达到防洪高水位后-闸门全开自由泄流
100.0,0.1%,22,110.0,7-14-14,53000.0,48993.32409345811,109.89978925184516,33.19712691254117,达到防洪高水位后-闸门全开自由泄流
100.0,0.1%,23,115.0,7-14-19,47000.0,49285.12935820319,110.00252722675349,33.352066102376405,达到防洪高水位后-闸门全开自由泄流
100.0,0.1%,24,120.0,7-14-24,41000.0,47742.75558926938,109.45715970495132,32.539556457675694,达到防洪高水位后-闸门全开自由泄流
100.0,0.1%,25,125.0,7-15-5,31400.0,44415.39951250981,108.26017938843421,30.76132249945786,达到防洪高水位后-闸门全开自由泄流
100.0,0.1%,26,130.0,7-15-10,33600.0,41053.85328436237,107.02011964758346,28.919089748449988,达到防洪高水位后-闸门全开自由泄流
100.0,0.1%,27,135.0,7-15-15,31000.0,38633.25562670795,106.1061187041345,27.561249946862205,达到防洪高水位后-闸门全开自由泄流
100.0,0.1%,28,140.0,7-15-20,30400.0,36476.56548791941,105.2755560358373,26.32736604683988,达到防洪高水位后-闸门全开自由泄流
100.0,0.1%,29,145.0,7-16-1,30000.0,34795.834380952365,104.61688883776692,25.348850057386542,达到防洪高水位后-闸门全开自由泄流
100.0,0.1%,30,150.0,7-16-6,29600.0,33474.573534362,104.09162179869581,24.568513344142485,达到防洪高水位后-闸门全开自由泄流
100.0,0.1%,31,155.0,7-16-11,29100.0,32394.97637023927,103.65727911422658,23.923253852095,达到防洪高水位后-闸门全开自由泄流
100.0,0.1%,32,160.0,7-16-16,28600.0,31475.337737036527,103.28347171644494,23.3679255819506,达到防洪高水位后-闸门全开自由泄流
100.0,0.1%,33,165.0,7-16-21,28100.0,30670.97400543301,102.9535255282283,22.877757524735948,达到防洪高水位后-闸门全开自由泄流
100.0,0.1%,34,170.0,7-17-2,27400.0,29924.7061190601,102.6448211585868,22.419146313196546,达到防洪高水位后-闸门全开自由泄流
100.0,0.1%,35,175.0,7-17-7,26300.0,29144.970078019123,102.3195176730878,21.935875455139225,达到防洪高水位后-闸门全开自由泄流
100.0,0.1%,36,180.0,7-17-12,24900.0,28253.463668979017,101.94400674312048,21.378016417579783,达到防洪高水位后-闸门全开自由泄流
100.0,0.1%,37,185.0,7-17-17,22600.0,27132.64927586094,101.46625353539498,20.668266252182782,达到防洪高水位后-闸门全开自由泄流
100.0,0.01%,0,0.0,7-10-0,16800.0,13421.422684341618,94.92456103049912,14.024628794633125,起调
100.0,0.01%,1,5.0,7-10-5,18600.0,14797.639788075237,95.65914204655284,14.670913172557187,闸门全开自由泄流
100.0,0.01%,2,10.0,7-10-10,23200.0,16823.571798262405,96.70039114671688,15.58700413088151,闸门全开自由泄流
100.0,0.01%,3,15.0,7-10-15,32000.0,20000.0,98.58022581159115,17.240882669037894,未达防洪高水位-控制安全泄量
100.0,0.01%,4,20.0,7-10-20,35000.0,20000.0,100.79488601846924,19.670882669037894,未达防洪高水位-控制安全泄量
100.0,0.01%,5,25.0,7-11-1,34700.0,28564.183489211806,102.07532724566208,21.573106156155582,达到防洪高水位后-闸门全开自由泄流
100.0,0.01%,6,30.0,7-11-6,34200.0,30053.428577658087,102.6982505861717,22.49852107081668,达到防洪高水位后-闸门全开自由泄流
100.0,0.01%,7,35.0,7-11-11,33700.0,31051.36475849882,103.10991496437178,23.11008967107071,达到防洪高水位后-闸门全开自由泄流
100.0,0.01%,8,40.0,7-11-16,32900.0,31631.54249874472,103.34721864447576,23.46262801823318,达到防洪高水位后-闸门全开自由泄流
100.0,0.01%,9,45.0,7-11-21,32100.0,31856.44866891329,103.43881853278539,23.598708812305976,达到防洪高水位后-闸门全开自由泄流
100.0,0.01%,10,50.0,7-12-2,31300.0,31815.89871054578,103.4223192966773,23.574197547143804,达到防洪高水位后-闸门全开自由泄流
100.0,0.01%,11,55.0,7-12-7,34900.0,32149.16773144482,103.55771510910594,23.775341566087775,达到防洪高水位后-闸门全开自由泄流
100.0,0.01%,12,60.0,7-12-12,36600.0,33089.053989574815,103.93706355128509,24.338901611789126,达到防洪高水位后-闸门全开自由泄流
100.0,0.01%,13,65.0,7-12-17,37800.0,34171.61670417537,104.36957542414734,24.981441250113292,达到防洪高水位后-闸门全开自由泄流
100.0,0.01%,14,70.0,7-12-22,39700.0,35389.051228792494,104.85055273095742,25.695981137110337,达到防洪高水位后-闸门全开自由泄流
100.0,0.01%,15,75.0,7-13-3,42600.0,36938.27631264512,105.45471301817395,26.593521659799205,达到防洪高水位后-闸门全开自由泄流
100.0,0.01%,16,80.0,7-13-8,47000.0,39082.959712708645,106.27733603738454,27.815610417138476,达到防洪高水位后-闸门全开自由泄流
100.0,0.01%,17,85.0,7-13-13,50500.0,41767.18435847339,107.28601066917415,29.314097450125104,达到防洪高水位后-闸门全开自由泄流
100.0,0.01%,18,90.0,7-13-18,55000.0,44877.82355863231,108.42827594013663,31.01104673666697,达到防洪高水位后-闸门全开自由泄流
100.0,0.01%,19,95.0,7-13-23,59600.0,48471.786661047874,109.71565819566675,32.92358181548251,达到防洪高水位后-闸门全开自由泄流
100.0,0.01%,20,100.0,7-14-4,65300.0,51455.39625753401,110.76037801616778,35.1711353522075,达到防洪高水位后-闸门全开自由泄流
100.0,0.01%,21,105.0,7-14-9,69300.0,54575.69916010569,111.83157803768967,37.74233676386649,达到防洪高水位后-闸门全开自由泄流
100.0,0.01%,22,110.0,7-14-14,64400.0,57030.43853750786,112.65999432171148,39.73078437040406,达到防洪高水位后-闸门全开自由泄流
100.0,0.01%,23,115.0,7-14-19,57100.0,57780.67844163499,112.91079608468357,40.332783842065965,达到防洪高水位后-闸门全开自由泄流
100.0,0.01%,24,120.0,7-14-24,49900.0,56917.51600221782,112.62214987391397,39.63994634235568,达到防洪高水位后-闸门全开自由泄流
100.0,0.01%,25,125.0,7-15-5,45500.0,55072.179195147924,112.0001140586802,38.14687377505007,达到防洪高水位后-闸门全开自由泄流
100.0,0.01%,26,130.0,7-15-10,40800.0,52712.66477266597,111.19453310771934,36.21323781845874,达到防洪高水位后-闸门全开自由泄流
100.0,0.01%,27,135.0,7-15-15,37500.0,50066.608953759736,110.27667507543701,34.01010318357144,达到防洪高水位后-闸门全开自由泄流
100.0,0.01%,28,140.0,7-15-20,32200.0,46037.76226500196,108.84740830316778,31.633709775186055,达到防洪高水位后-闸门全开自由泄流
100.0,0.01%,29,145.0,7-16-1,36800.0,42747.086703642555,107.64881082984412,29.853073368816418,达到防洪高水位后-闸门全开自由泄流
100.0,0.01%,30,150.0,7-16-6,36500.0,41036.6527483816,107.01368929624098,28.909536818495603,达到防洪高水位后-闸门全开自由泄流
100.0,0.01%,31,155.0,7-16-11,36200.0,39735.61073683431,106.52465879328523,28.18303310330452,达到防洪高水位后-闸门全开自由泄流
100.0,0.01%,32,160.0,7-16-16,35900.0,38720.97146195166,106.13956697921799,27.610940704326246,达到防洪高水位后-闸门全开自由泄流
100.0,0.01%,33,165.0,7-16-21,35600.0,37908.59163395986,105.82880992520435,27.149280024883584,达到防洪高水位后-闸门全开自由泄流
100.0,0.01%,34,170.0,7-17-2,34400.0,37118.094385313394,105.5242853274195,26.696878282414403,达到防洪高水位后-闸门全开自由泄流
100.0,0.01%,35,175.0,7-17-7,33400.0,36249.10150725656,105.18701578576852,26.195830651337722,达到防洪高水位后-闸门全开自由泄流
100.0,0.01%,36,180.0,7-17-12,31200.0,35190.87583379548,104.77263912885158,25.580232689821898,达到防洪高水位后-闸门全开自由泄流
100.0,0.01%,37,185.0,7-17-17,29400.0,33892.93395282892,104.25867649982416,24.81668980813876,达到防洪高水位后-闸门全开自由泄流
